日期,每小时露点温度,每小时降水量,每小时相对湿度,每小时站压力,每小时可见度,每小时风速
2018-01-14T05:51:00,4,0,59,30.5,10,18
2018-01-14T06:51:00,4,0,59,30.53,10,15
2018-01-14T07:00:00,4,,59,30.53,9.94,15
2018-01-14T07:51:00,4,0,59,30.55,10,14
2018-01-14T08:51:00,4,0,54,30.6,10,14
2018-01-14T09:51:00,0,0,45,30.63,10,21
2018-01-14T10:00:00,0,,45,30.62,9.94,21
2018-01-14T10:51:00,-2,0,38,30.63,10,17
2018-01-14T11:51:00,-4,0,33,30.6,10,18
2018-01-14T12:51:00,-3,0,32,30.58,10,15
2018-01-14T13:00:00,-3,,32,30.58,9.94,15
2018-01-14T13:51:00,-3,0,30,30.58,10,14
2018-01-14T14:51:00,-3,0,30,30.58,10,16
2018-01-14T15:51:00,-4,0,30,30.6,10,16
2018-01-14T16:00:00,-4,,30,30.59,9.94,16
2018-01-14T16:51:00,-3,0,33,30.61,10,15
2018-01-14T17:51:00,-5,0,31,30.63,10,13
2018-01-14T18:51:00,-4,0,34,30.64,10,18
2018-01-14T19:00:00,-4,,34,30.64,9.94,18
2018-01-14T19:51:00,-4,0,36,30.64,10,10
2018-01-14T20:51:00,2,0,49,30.64,10,15
2018-01-14T21:51:00,5,0,59,30.66,10,13
2018-01-14T22:00:00,5,,59,30.66,9.94,13
2018-01-14T22:51:00,5,0,57,30.66,10,15
2018-01-14T23:51:00,5,0,59,30.64,10,14
2018-01-14T23:59:00,,,,,,
2018-01-15T00:51:00,6,0,62,30.64,10,14
2018-01-15T01:00:00,6,,62,30.64,9.94,14
2018-01-15T01:51:00,7,0,64,30.64,10,11
2018-01-15T02:51:00,7,0,64,30.64,10,14
2018-01-15T03:51:00,7,0,64,30.64,10,16
2018-01-15T04:00:00,7,,64,30.64,9.94,16
2018-01-15T04:51:00,9,0,68,30.63,10,14
2018-01-15T05:51:00,11,0,68,30.64,10,11
2018-01-15T06:51:00,10,0,71,30.66,10,15
2018-01-15T07:00:00,10,,71,30.65,9.94,15
2018-01-15T07:51:00,11,0,74,30.64,10,13
2018-01-15T08:51:00,13,0,71,30.63,10,13
2018-01-15T09:51:00,14,0,65,30.64,10,17
2018-01-15T10:00:00,14,,65,30.64,9.94,17
2018-01-15T10:51:00,15,0,63,30.63,10,15
2018-01-15T11:51:00,16,0,66,30.58,10,16
2018-01-15T12:51:00,17,0,66,30.55,10,13
2018-01-15T13:00:00,17,,66,30.55,9.94,13
2018-01-15T13:51:00,17,0,61,30.53,10,15
2018-01-15T14:51:00,18,0,63,30.51,10,14
2018-01-15T15:51:00,18,0,63,30.51,10,10
2018-01-15T16:00:00,18,,63,30.51,9.94,10
2018-01-15T16:51:00,18,0,69,30.51,10,13
2018-01-15T17:51:00,18,0,71,30.53,10,11
2018-01-15T18:51:00,17,0,75,30.53,10,6
2018-01-15T19:00:00,17,,75,30.52,9.94,6
2018-01-15T19:51:00,17,0,78,30.53,10,7
2018-01-15T20:51:00,17,0,78,30.51,10,7
2018-01-15T21:51:00,16,0,74,30.5,10,7
2018-01-15T22:00:00,16,,74,30.5,9.94,7
2018-01-15T22:51:00,17,0,78,30.5,10,7
2018-01-15T23:51:00,17,0,78,30.48,10,5
2018-01-15T23:59:00,,,,,,
2018-01-16T00:37:00,17,,78,30.48,10,7
2018-01-16T00:51:00,18,0,81,30.48,10,7
2018-01-16T01:00:00,18,,81,30.47,9.94,7
2018-01-16T01:51:00,20,0,81,30.47,10,9
2018-01-16T02:51:00,21,0,85,30.5,10,9
2018-01-16T03:51:00,22,0,88,30.5,10,8
2018-01-16T04:00:00,22,,88,30.49,9.94,8
2018-01-16T04:49:00,21,,86,30.48,10,8
2018-01-16T04:51:00,22,0,88,30.48,10,9
2018-01-16T05:16:00,22,,88,30.5,10,8
2018-01-16T05:51:00,23,0,88,30.48,10,8
2018-01-16T06:51:00,23,0,88,30.5,10,3
2018-01-16T07:00:00,23,,88,30.5,9.94,3
2018-01-16T07:49:00,23,,86,30.5,10,7
2018-01-16T07:51:00,23,0,85,30.5,10,8
2018-01-16T08:51:00,24,0,82,30.5,10,3
2018-01-16T09:51:00,26,0,82,30.5,10,0
2018-01-16T10:00:00,26,,82,30.49,9.94,0
2018-01-16T10:51:00,28,0,85,30.48,10,6
2018-01-16T11:51:00,29,0,82,30.45,10,3
2018-01-16T12:51:00,29,0,76,30.42,10,8
2018-01-16T13:00:00,29,,76,30.42,9.94,8
2018-01-16T13:51:00,30,0,76,30.42,10,6
2018-01-16T14:51:00,32,0,76,30.42,10,8
2018-01-16T15:51:00,33,0,86,30.4,10,6
2018-01-16T16:00:00,33,,86,30.4,9.94,6
2018-01-16T16:51:00,32,0,82,30.4,10,7
2018-01-16T17:16:00,32,,86,30.4,10,6
2018-01-16T17:47:00,32,,87,30.4,10,6
2018-01-16T17:51:00,32,0,89,30.38,10,6
2018-01-16T18:51:00,32,0,89,30.4,10,6
2018-01-16T19:00:00,32,,89,30.39,9.94,6
2018-01-16T19:51:00,30,0,85,30.38,10,6
2018-01-16T20:51:00,30,0,89,30.37,10,7
2018-01-16T21:51:00,30,0,85,30.35,10,6
2018-01-16T22:00:00,30,,85,30.35,9.94,6
2018-01-16T22:51:00,32,0,89,30.34,10,6
2018-01-16T23:51:00,33,0,89,30.3,10,6
2018-01-16T23:59:00,,,,,,
2018-01-17T00:39:00,34,,93,30.29,10,6
2018-01-17T00:51:00,34,0,89,30.29,10,6
2018-01-17T01:00:00,34,,89,30.28,9.94,6
2018-01-17T01:51:00,33,0,89,30.27,10,6
2018-01-17T02:51:00,34,T,93,30.27,8,7
2018-01-17T03:51:00,35,0.04,100,30.24,6,7
2018-01-17T04:00:00,35,,100,30.24,5.59,7
2018-01-17T04:51:00,36,0.02,100,30.22,5,6
2018-01-17T05:43:00,37,0.01,100,30.24,4,5
2018-01-17T05:51:00,36,0.01,100,30.24,4,5
2018-01-17T06:49:00,36,,100,30.22,1,8
2018-01-17T06:51:00,36,T,100,30.22,1,9
2018-01-17T07:00:00,36,,100,30.22,0.99,9
2018-01-17T07:51:00,35,0.02,97,30.24,1.5,11
2018-01-17T08:08:00,35,0.01,100,30.24,2.5,14
2018-01-17T08:51:00,34,0.05,100,30.24,2.5,13
2018-01-17T09:07:00,33,0.02,97,30.24,2,13
2018-01-17T09:49:00,34,,100,30.24,2,10
2018-01-17T09:51:00,33,0.04,97,30.24,2,10
2018-01-17T10:00:00,33,,97,30.24,1.99,10
2018-01-17T10:15:00,33,0.02,100,30.24,1,9
2018-01-17T10:51:00,33,0.03,97,30.24,1.25,9
2018-01-17T11:26:00,34,0.01,96,30.22,2,10
2018-01-17T11:49:00,34,,93,30.21,3,11
2018-01-17T11:51:00,34,0.01,96,30.21,3,13
2018-01-17T12:24:00,33,T,97,30.19,3,15
2018-01-17T12:39:00,32,T,92,30.19,2.5,15
2018-01-17T12:46:00,32,T,93,30.19,2.5,16
2018-01-17T12:51:00,31,T,92,30.17,2.5,15
2018-01-17T13:00:00,31,,92,30.16,2.49,15
2018-01-17T13:36:00,32,T,92,30.16,7,13
2018-01-17T13:51:00,32,T,92,30.16,8,15
2018-01-17T14:45:00,30,,81,30.16,10,14
2018-01-17T14:51:00,31,0,85,30.16,10,13
2018-01-17T15:51:00,31,0,89,30.16,10,11
2018-01-17T16:00:00,31,,89,30.16,9.94,11
2018-01-17T16:51:00,26,0,79,30.14,10,15
2018-01-17T17:51:00,23,0,75,30.16,10,15
2018-01-17T18:37:00,22,,75,30.16,10,16
2018-01-17T18:51:00,21,0,72,30.16,10,15
2018-01-17T19:00:00,21,,72,30.15,9.94,15
2018-01-17T19:51:00,18,0,69,30.16,10,16
2018-01-17T20:37:00,17,,66,30.16,10,16
2018-01-17T20:51:00,17,0,69,30.16,10,16
2018-01-17T21:51:00,16,0,69,30.17,10,15
2018-01-17T22:00:00,16,,69,30.16,9.94,15
2018-01-17T22:51:00,15,0,68,30.16,10,15
2018-01-17T23:51:00,14,0,68,30.14,10,15
2018-01-17T23:59:00,,,,,,
2018-01-18T00:29:00,13,,68,30.14,10,10
2018-01-18T00:51:00,12,0,66,30.12,10,13
2018-01-18T01:00:00,12,,66,30.12,9.94,13
2018-01-18T01:51:00,11,0,65,30.11,10,14
2018-01-18T02:51:00,10,0,62,30.11,10,18
2018-01-18T03:51:00,10,0,62,30.06,10,21
2018-01-18T04:00:00,10,,62,30.05,9.94,21
2018-01-18T04:51:00,10,0,65,30.01,10,20
2018-01-18T05:51:00,9,0,62,30.03,10,11
2018-01-18T06:51:00,9,0,65,30.08,10,6
2018-01-18T07:00:00,9,,65,30.07,9.94,6
2018-01-18T07:51:00,10,0,60,30.04,10,14
2018-01-18T08:51:00,8,0,53,30.03,10,13
2018-01-18T09:51:00,9,0,46,30.06,10,8
2018-01-18T10:00:00,9,,46,30.06,9.94,8
2018-01-18T10:51:00,9,0,43,30.03,10,15
2018-01-18T11:51:00,9,0,40,29.96,10,16
2018-01-18T12:51:00,9,0,36,29.93,10,16
2018-01-18T13:00:00,9,,36,29.92,9.94,16
2018-01-18T13:51:00,9,0,36,29.91,10,20
2018-01-18T14:51:00,10,0,38,29.91,10,17
2018-01-18T15:51:00,11,0,40,29.91,10,17
2018-01-18T16:00:00,11,,40,29.91,9.94,17
2018-01-18T16:51:00,12,0,43,29.93,10,15
2018-01-18T17:51:00,13,0,47,29.98,10,16
2018-01-18T18:51:00,13,0,49,30.01,10,16
2018-01-18T19:00:00,13,,49,30,9.94,16
2018-01-18T19:51:00,13,0,51,30.03,10,14
2018-01-18T20:51:00,13,0,53,30.06,10,14
2018-01-18T21:51:00,13,0,53,30.08,10,15
2018-01-18T22:00:00,13,,53,30.07,9.94,15
2018-01-18T22:51:00,13,0,55,30.06,10,14
2018-01-18T23:51:00,13,0,57,30.06,10,9
2018-01-18T23:59:00,,,,,,
2018-01-19T00:51:00,13,0,57,30.03,10,11
2018-01-19T01:00:00,13,,57,30.03,9.94,11
2018-01-19T01:51:00,13,0,60,30.03,10,8
2018-01-19T02:51:00,13,0,60,30.03,10,8
2018-01-19T03:51:00,14,0,63,30.06,10,10
2018-01-19T04:00:00,14,,63,30.05,9.94,10
2018-01-19T04:51:00,15,0,66,30.06,10,8
2018-01-19T05:51:00,16,0,74,30.06,10,6
2018-01-19T06:51:00,16,0,66,30.06,10,9
2018-01-19T07:00:00,16,,66,30.05,9.94,9
2018-01-19T07:51:00,18,0,69,30.06,10,11
2018-01-19T08:51:00,18,0,61,30.08,10,13
2018-01-19T09:51:00,16,0,52,30.08,10,14
2018-01-19T10:00:00,16,,52,30.07,9.94,14
2018-01-19T10:51:00,16,0,48,30.06,10,10
2018-01-19T11:51:00,16,0,44,30.03,10,13
2018-01-19T12:51:00,16,0,44,30.01,10,15
2018-01-19T13:00:00,16,,44,30,9.94,15
2018-01-19T13:51:00,16,0,46,29.98,10,15
2018-01-19T14:51:00,17,0,44,29.98,10,13
2018-01-19T15:51:00,18,0,46,29.98,10,15
2018-01-19T16:00:00,18,,46,29.97,9.94,15
2018-01-19T16:51:00,19,0,54,29.98,10,9
2018-01-19T17:51:00,19,0,50,29.98,10,11
2018-01-19T18:51:00,20,0,52,29.98,10,8
2018-01-19T19:00:00,20,,52,29.98,9.94,8
2018-01-19T19:51:00,23,0,69,29.98,10,6
2018-01-19T20:51:00,22,0,59,29.98,10,7
2018-01-19T21:51:00,22,0,61,29.98,10,5
2018-01-19T22:00:00,22,,61,29.97,9.94,5
2018-01-19T22:51:00,26,0,75,29.96,10,10
2018-01-19T23:51:00,23,0,61,29.93,10,10
2018-01-19T23:59:00,,,,,,
2018-01-20T00:51:00,23,0,66,29.93,10,9
2018-01-20T01:00:00,23,,66,29.92,9.94,9
2018-01-20T01:51:00,24,0,76,29.91,10,8
2018-01-20T02:51:00,23,0,72,29.91,10,6
2018-01-20T03:51:00,23,0,72,29.88,10,9
2018-01-20T04:00:00,23,,72,29.88,9.94,9
2018-01-20T04:51:00,24,0,70,29.88,10,14
2018-01-20T05:51:00,25,0,72,29.88,10,11
2018-01-20T06:51:00,25,0,67,29.87,10,17
2018-01-20T07:00:00,25,,67,29.86,9.94,17
2018-01-20T07:51:00,24,0,59,29.87,10,17
2018-01-20T08:51:00,26,0,58,29.88,10,15
2018-01-20T09:51:00,27,0,53,29.91,10,9
2018-01-20T10:00:00,27,,53,29.9,9.94,9
2018-01-20T10:51:00,26,0,44,29.9,10,18
2018-01-20T11:51:00,26,0,39,29.85,10,18
2018-01-20T12:51:00,27,0,38,29.83,10,14
2018-01-20T13:00:00,27,,38,29.82,9.94,14
2018-01-20T13:51:00,27,0,38,29.83,10,17
2018-01-20T14:51:00,26,0,37,29.85,10,21
2018-01-20T15:51:00,26,0,38,29.88,10,21
2018-01-20T16:00:00,26,,38,29.87,9.94,21
2018-01-20T16:51:00,27,0,44,29.91,10,15
2018-01-20T17:51:00,28,0,48,29.93,10,15
2018-01-20T18:51:00,29,0,50,29.96,10,14
2018-01-20T19:00:00,29,,50,29.96,9.94,14
2018-01-20T19:51:00,29,0,51,30,10,10
2018-01-20T20:51:00,29,0,55,30.01,10,9
2018-01-20T21:51:00,29,0,65,30.01,10,9
2018-01-20T22:00:00,29,,65,30.01,9.94,9
2018-01-20T22:51:00,29,0,76,30.03,10,11
2018-01-20T23:51:00,30,0,79,30.03,10,10
2018-01-20T23:59:00,,,,,,
2018-01-21T00:51:00,28,0,82,30.03,10,6
2018-01-21T01:00:00,28,,82,30.03,9.94,6
2018-01-21T01:51:00,28,0,85,30.06,10,7
2018-01-21T02:51:00,29,0,78,30.06,10,7
2018-01-21T03:51:00,28,0,85,30.06,10,8
2018-01-21T04:00:00,28,,85,30.06,9.94,8
2018-01-21T04:51:00,29,0,73,30.08,10,8
2018-01-21T05:51:00,29,0,85,30.09,10,10
2018-01-21T06:51:00,28,0,82,30.12,10,8
2018-01-21T07:00:00,28,,82,30.12,9.94,8
2018-01-21T07:51:00,31,0,73,30.14,10,8
2018-01-21T08:51:00,32,0,73,30.16,10,7
2018-01-21T09:51:00,31,0,54,30.16,10,10
2018-01-21T10:00:00,31,,54,30.16,9.94,10
2018-01-21T10:51:00,29,0,48,30.16,10,9
2018-01-21T11:51:00,29,0,48,30.16,10,7
2018-01-21T12:51:00,29,0,46,30.14,10,6
2018-01-21T13:00:00,29,,46,30.13,9.94,6
2018-01-21T13:51:00,30,0,46,30.12,10,8
2018-01-21T14:51:00,31,0,48,30.12,10,8
2018-01-21T15:51:00,31,0,50,30.12,10,7
2018-01-21T16:00:00,31,,50,30.12,9.94,7
2018-01-21T16:51:00,32,0,61,30.14,10,5
2018-01-21T17:51:00,33,0,73,30.16,10,7
2018-01-21T18:51:00,34,0,73,30.16,10,10
2018-01-21T19:00:00,34,,73,30.15,9.94,10
2018-01-21T19:51:00,35,0,76,30.17,10,3
2018-01-21T20:51:00,34,0,73,30.17,10,5
2018-01-21T21:51:00,37,0,82,30.17,10,5
2018-01-21T22:00:00,37,,82,30.16,9.94,5
2018-01-21T22:51:00,38,0,85,30.16,10,5
2018-01-21T23:51:00,38,T,82,30.14,10,0
2018-01-21T23:59:00,,,,,,
2018-01-22T00:51:00,38,T,79,30.14,10,6
2018-01-22T01:00:00,38,,79,30.13,9.94,6
2018-01-22T01:51:00,40,T,92,30.14,9,6
2018-01-22T02:51:00,40,T,92,30.14,10,3
2018-01-22T03:51:00,39,T,93,30.12,10,5
2018-01-22T04:00:00,39,,93,30.12,9.94,5
2018-01-22T04:51:00,40,T,96,30.12,10,0
2018-01-22T05:51:00,39,0,97,30.14,10,3
2018-01-22T06:51:00,39,T,97,30.14,10,3
2018-01-22T07:00:00,39,,97,30.13,9.94,3
2018-01-22T07:51:00,39,0,93,30.16,10,3
2018-01-22T08:51:00,39,0,86,30.17,10,0
2018-01-22T09:51:00,40,0,83,30.19,10,0
2018-01-22T10:00:00,40,,83,30.18,9.94,0
2018-01-22T10:51:00,41,0,80,30.19,9,3
2018-01-22T11:51:00,41,0,74,30.16,8,3
2018-01-22T12:51:00,41,0,69,30.14,9,3
2018-01-22T13:00:00,41,,69,30.14,8.7,3
2018-01-22T13:51:00,41,0,69,30.11,10,6
2018-01-22T14:51:00,42,0,71,30.11,9,7
2018-01-22T15:51:00,42,0,80,30.11,9,8
2018-01-22T16:00:00,42,,80,30.11,8.7,8
2018-01-22T16:51:00,40,0,83,30.12,9,9
2018-01-22T17:51:00,41,0,86,30.12,10,11
2018-01-22T18:51:00,42,0,97,30.12,9,9
2018-01-22T19:00:00,42,,97,30.12,8.7,9
2018-01-22T19:16:00,41,,96,30.12,9,10
2018-01-22T19:45:00,43,,100,30.11,8,8
2018-01-22T19:51:00,42,0,100,30.11,8,8
2018-01-22T20:34:00,42,,100,30.11,8,8
2018-01-22T20:51:00,39,0,89,30.11,7,8
2018-01-22T21:51:00,40,0,92,30.09,7,6
2018-01-22T22:00:00,40,,92,30.08,6.84,6
2018-01-22T22:30:00,42,,97,30.06,5,6
2018-01-22T22:51:00,42,0,97,30.06,5,6
2018-01-22T23:38:00,41,,96,30.06,2,8
2018-01-22T23:51:00,41,0,100,30.06,2,8
2018-01-22T23:59:00,,,,,,
2018-01-23T00:14:00,41,,100,30.03,0.25,8
2018-01-23T00:51:00,40,0,100,30.01,0.25,7
2018-01-23T01:00:00,40,,100,30,0.25,7
2018-01-23T01:51:00,41,0,100,29.98,0.5,6
2018-01-23T01:59:00,41,,100,29.98,0.25,6
2018-01-23T02:51:00,41,0,100,29.95,0.5,5
2018-01-23T03:35:00,42,,100,29.91,0.5,5
2018-01-23T03:51:00,43,0,100,29.9,0.5,7
2018-01-23T04:00:00,43,,100,29.89,0.5,7
2018-01-23T04:51:00,46,0,100,29.87,0.5,0
2018-01-23T05:41:00,45,,100,29.83,0.5,6
2018-01-23T05:44:00,45,,100,29.83,1.5,6
2018-01-23T05:51:00,45,0,100,29.83,1.5,7
2018-01-23T06:11:00,45,T,100,29.82,7,9
2018-01-23T06:49:00,46,,100,29.78,1.5,16
2018-01-23T06:51:00,47,0.01,100,29.78,1.5,18
2018-01-23T07:00:00,47,,100,29.78,1.49,18
2018-01-23T07:19:00,47,0.01,100,29.77,2,20
2018-01-23T07:49:00,46,,100,29.77,0.5,21
2018-01-23T07:51:00,47,0.02,100,29.75,0.5,20
2018-01-23T08:08:00,46,T,100,29.75,0.12,15
2018-01-23T08:26:00,45,T,100,29.75,0.12,14
2018-01-23T08:49:00,45,,100,29.74,0.12,14
2018-01-23T08:51:00,45,0.01,100,29.74,0.12,14
2018-01-23T09:00:00,46,T,100,29.72,0.12,16
2018-01-23T09:15:00,47,0.01,100,29.72,0.12,16
2018-01-23T09:20:00,47,0.02,100,29.72,0.12,17
2018-01-23T09:51:00,47,0.05,100,29.72,0.12,20
2018-01-23T10:00:00,47,,100,29.71,0.12,20
2018-01-23T10:26:00,49,0.06,100,29.67,2,25
2018-01-23T10:33:00,49,0.09,100,29.65,2,22
2018-01-23T10:51:00,51,0.1,100,29.64,3,30
2018-01-23T11:05:00,52,T,100,29.62,8,30
2018-01-23T11:18:00,51,T,100,29.62,8,26
2018-01-23T11:31:00,51,0.01,100,29.59,2.5,26
2018-01-23T11:51:00,51,0.01,100,29.57,2.5,25
2018-01-23T12:14:00,50,0.01,100,29.54,0.5,23
2018-01-23T12:51:00,51,0.01,100,29.52,0.5,22
2018-01-23T13:00:00,51,,100,29.51,0.5,22
2018-01-23T13:11:00,50,T,100,29.54,6,23
2018-01-23T13:29:00,51,T,100,29.52,10,15
2018-01-23T13:51:00,52,0.01,96,29.52,10,6
2018-01-23T14:51:00,51,0,97,29.51,10,9
2018-01-23T15:51:00,48,0,97,29.54,10,13
2018-01-23T16:00:00,48,,97,29.53,9.94,13
2018-01-23T16:51:00,48,T,97,29.56,10,6
2018-01-23T17:33:00,43,T,69,29.61,10,23
2018-01-23T17:51:00,41,T,64,29.61,10,18
2018-01-23T18:51:00,37,0,59,29.62,10,14
2018-01-23T19:00:00,37,,59,29.62,9.94,14
2018-01-23T19:51:00,37,0,61,29.65,10,20
2018-01-23T20:51:00,29,0,50,29.69,10,16
2018-01-23T21:51:00,29,0,51,29.7,10,18
2018-01-23T22:00:00,29,,51,29.7,9.94,18
2018-01-23T22:51:00,30,0,58,29.72,10,18
2018-01-23T23:51:00,28,0,53,29.72,10,18
2018-01-23T23:59:00,,,,,,
2018-01-24T00:51:00,28,0,56,29.72,10,14
2018-01-24T01:00:00,28,,56,29.72,9.94,14
2018-01-24T01:51:00,30,0,73,29.75,10,9
2018-01-24T02:51:00,31,0,73,29.75,10,11
2018-01-24T03:51:00,31,0,70,29.75,10,14
2018-01-24T04:00:00,31,,70,29.75,9.94,14
2018-01-24T04:51:00,32,0,70,29.78,10,15
2018-01-24T05:51:00,31,0,65,29.8,10,16
2018-01-24T06:51:00,30,0,62,29.83,10,15
2018-01-24T07:00:00,30,,62,29.83,9.94,15
2018-01-24T07:51:00,29,0,60,29.87,10,17
2018-01-24T08:51:00,26,0,53,29.9,10,20
2018-01-24T09:51:00,25,0,51,29.93,10,18
2018-01-24T10:00:00,25,,51,29.93,9.94,18
2018-01-24T10:51:00,24,0,49,29.93,10,20
2018-01-24T11:51:00,24,0,47,29.95,10,21
2018-01-24T12:51:00,23,0,45,29.93,10,17
2018-01-24T13:51:00,22,0,45,29.93,10,20
2018-01-24T14:51:00,20,0,43,29.96,10,20
2018-01-24T15:51:00,20,0,48,30,10,18
2018-01-24T16:00:00,20,,48,29.99,9.94,18
2018-01-24T16:51:00,19,0,50,30.03,10,22
2018-01-24T17:51:00,18,0,52,30.04,10,18
2018-01-24T18:51:00,18,0,52,30.06,10,20
2018-01-24T19:00:00,18,,52,30.05,9.94,20
2018-01-24T19:51:00,17,0,54,30.08,10,17
2018-01-24T20:51:00,14,0,49,30.11,10,21
2018-01-24T21:51:00,13,0,49,30.11,10,18
2018-01-24T22:00:00,13,,49,30.11,9.94,18
2018-01-24T22:51:00,12,0,51,30.14,10,21
2018-01-24T23:51:00,12,0,53,30.14,10,14
2018-01-24T23:59:00,,,,,,
2018-01-25T00:51:00,12,0,55,30.12,10,18
2018-01-25T01:00:00,12,,55,30.12,9.94,18
2018-01-25T01:51:00,11,0,55,30.16,10,21
2018-01-25T02:51:00,11,0,57,30.19,10,16
2018-01-25T03:51:00,10,0,57,30.22,10,14
2018-01-25T04:00:00,10,,57,30.21,9.94,14
2018-01-25T04:51:00,9,0,55,30.24,10,17
2018-01-25T05:51:00,10,0,57,30.27,10,14
2018-01-25T06:51:00,11,0,57,30.29,10,17
2018-01-25T07:00:00,11,,57,30.28,9.94,17
2018-01-25T07:51:00,11,0,55,30.32,10,17
2018-01-25T08:51:00,10,0,49,30.34,10,22
2018-01-25T09:51:00,9,0,41,30.35,10,20
2018-01-25T10:00:00,9,,41,30.35,9.94,20
2018-01-25T10:51:00,6,0,35,30.37,10,18
2018-01-25T11:51:00,3,0,29,30.37,10,21
2018-01-25T12:51:00,1,0,25,30.35,10,16
2018-01-25T13:00:00,1,,25,30.35,9.94,16
2018-01-25T13:51:00,0,0,23,30.37,10,13
2018-01-25T14:51:00,-2,0,20,30.38,10,14
2018-01-25T15:51:00,0,0,23,30.42,10,20
2018-01-25T16:00:00,0,,23,30.41,9.94,20
2018-01-25T16:51:00,-2,0,23,30.43,10,17
2018-01-25T17:51:00,0,0,26,30.45,10,13
2018-01-25T18:51:00,0,0,25,30.5,10,16
2018-01-25T19:00:00,0,,25,30.49,9.94,16
2018-01-25T19:51:00,0,0,27,30.51,10,11
2018-01-25T20:51:00,0,0,28,30.53,10,10
2018-01-25T21:51:00,0,0,28,30.55,10,10
2018-01-25T22:00:00,0,,28,30.54,9.94,10
2018-01-25T22:51:00,1,0,32,30.56,10,8
2018-01-25T23:51:00,2,0,32,30.56,10,7
2018-01-25T23:59:00,,,,,,
2018-01-26T00:51:00,3,0,35,30.58,10,6
2018-01-26T01:00:00,3,,35,30.57,9.94,6
2018-01-26T01:51:00,2,0,32,30.6,10,6
2018-01-26T02:51:00,0,0,32,30.6,10,8
2018-01-26T03:51:00,1,0,35,30.61,10,7
2018-01-26T04:00:00,1,,35,30.6,9.94,7
2018-01-26T04:51:00,2,0,37,30.63,10,7
2018-01-26T05:51:00,5,0,42,30.64,10,7
2018-01-26T06:51:00,3,0,40,30.68,10,5
2018-01-26T07:00:00,3,,40,30.67,9.94,5
2018-01-26T07:51:00,6,0,42,30.69,10,3
2018-01-26T08:51:00,6,0,36,30.71,10,6
2018-01-26T09:51:00,7,0,35,30.73,10,7
2018-01-26T10:00:00,7,,35,30.72,9.94,7
2018-01-26T10:51:00,8,0,34,30.73,10,8
2018-01-26T11:51:00,9,0,34,30.69,10,6
2018-01-26T12:51:00,11,0,37,30.66,10,10
2018-01-26T13:00:00,11,,37,30.66,9.94,10
2018-01-26T13:51:00,15,0,46,30.64,10,9
2018-01-26T14:51:00,14,0,44,30.63,10,7
2018-01-26T15:51:00,17,0,50,30.63,10,9
2018-01-26T16:00:00,17,,50,30.62,9.94,9
2018-01-26T16:51:00,19,0,59,30.61,10,7
2018-01-26T17:51:00,19,0,59,30.63,10,10
2018-01-26T18:51:00,23,0,69,30.64,10,10
2018-01-26T19:00:00,23,,69,30.64,9.94,10
2018-01-26T19:51:00,24,0,70,30.64,10,13
2018-01-26T20:51:00,23,0,64,30.64,10,16
2018-01-26T21:51:00,26,0,75,30.63,10,14
2018-01-26T22:00:00,26,,75,30.63,9.94,14
2018-01-26T22:51:00,28,0,76,30.63,10,11
2018-01-26T23:51:00,29,0,85,30.6,10,11
2018-01-26T23:59:00,,,,,,
2018-01-27T00:51:00,30,0,92,30.58,10,9
2018-01-27T01:00:00,30,,92,30.58,9.94,9
2018-01-27T01:51:00,30,0,92,30.58,10,9
2018-01-27T02:51:00,30,0,92,30.55,10,7
2018-01-27T03:51:00,32,0,92,30.53,10,9
2018-01-27T04:00:00,32,,92,30.52,9.94,9
2018-01-27T04:51:00,34,0,100,30.53,10,9
2018-01-27T05:51:00,32,0,96,30.51,10,8
2018-01-27T06:51:00,31,0,92,30.5,10,7
2018-01-27T07:00:00,31,,92,30.5,9.94,7
2018-01-27T07:51:00,32,0,92,30.5,10,8
2018-01-27T08:51:00,34,0,86,30.5,10,6
2018-01-27T09:51:00,32,0,70,30.48,10,10
2018-01-27T10:00:00,32,,70,30.47,9.94,10
2018-01-27T10:51:00,30,0,56,30.47,10,9
2018-01-27T11:51:00,35,0,68,30.42,10,8
2018-01-27T12:51:00,36,0,66,30.37,10,11
2018-01-27T13:00:00,36,,66,30.37,9.94,11
2018-01-27T13:51:00,38,0,71,30.34,10,15
2018-01-27T14:51:00,39,0,71,30.3,10,18
2018-01-27T15:51:00,39,0,77,30.29,10,21
2018-01-27T16:00:00,39,,77,30.29,9.94,21
2018-01-27T16:51:00,39,0,80,30.29,10,18
2018-01-27T17:51:00,40,0,85,30.29,10,20
2018-01-27T18:51:00,40,0,85,30.29,10,14
2018-01-27T19:00:00,40,,85,30.29,9.94,14
2018-01-27T19:51:00,40,0,85,30.29,10,15
2018-01-27T20:51:00,40,0,85,30.27,10,16
2018-01-27T21:51:00,40,0,85,30.24,10,11
2018-01-27T22:00:00,40,,85,30.24,9.94,11
2018-01-27T22:51:00,40,0,85,30.24,10,9
2018-01-27T23:51:00,41,0,86,30.22,10,14
2018-01-27T23:59:00,,,,,,
2018-01-28T00:51:00,41,T,89,30.22,10,15
2018-01-28T01:00:00,41,,89,30.21,9.94,15
2018-01-28T01:51:00,41,T,89,30.21,10,9
2018-01-28T02:51:00,41,0.01,96,30.21,8,6
2018-01-28T03:49:00,43,,100,30.21,7,0
2018-01-28T03:51:00,43,0.02,100,30.21,6,0
